chr1,150000,250000,early
chr1,300000,400000,earlymid
chr1,500000,600000,early
chr1,1500000,1600000,early
chr1,1900000,2050000,early
chr1,2200000,2300000,early
chr1,2300000,2450000,early
chr1,2450000,2800000,early
chr1,3800000,4100000,early
chr1,4100000,4250000,latemid
chr1,5100000,5200000,latemid
chr1,6250000,6350000,early
chr1,6600000,7000000,early
chr1,7000000,7100000,earlymid
chr1,7100000,7200000,earlymid
chr1,7250000,7350000,earlymid
chr1,8000000,8150000,early
chr1,8350000,8500000,early
chr1,8850000,9100000,early
chr1,9300000,9400000,earlymid
chr1,9950000,10050000,early
chr1,10200000,10300000,early
chr1,10500000,10600000,early
chr1,10650000,10750000,early
chr1,11050000,11200000,early
chr1,11300000,11450000,early
chr1,11750000,11850000,early
chr1,12000000,12100000,early
chr1,12100000,12200000,early
chr1,12200000,12350000,early
chr1,12650000,12900000,early
chr1,12900000,13000000,earlymid
chr1,13050000,13150000,latemid
chr1,13700000,13800000,earlymid
chr1,13850000,13950000,latemid
chr1,14600000,14750000,early
chr1,14750000,14850000,early
chr1,15850000,16000000,early
chr1,16200000,16300000,early
chr1,16300000,16400000,early
chr1,16400000,16500000,early
chr1,16600000,16750000,early
chr1,17000000,17200000,early
chr1,17550000,17900000,early
chr1,18250000,18350000,early
chr1,18400000,18500000,early
chr1,18650000,18800000,early
chr1,19300000,19450000,early
chr1,19650000,20050000,early
chr1,20050000,20150000,latemid
chr1,20800000,21000000,early
chr1,22000000,22150000,early
chr1,22150000,22300000,early
chr1,22600000,22700000,early
chr1,22700000,22800000,early
chr1,23250000,23400000,early
chr1,23600000,23700000,early
chr1,23700000,23850000,early
chr1,23850000,23950000,early
chr1,24000000,24100000,early
chr1,24800000,25100000,early
chr1,25850000,25950000,early
chr1,25950000,26050000,early
chr1,26400000,26500000,early
chr1,26500000,26600000,early
chr1,27050000,27200000,early
chr1,27600000,27750000,early
chr1,27850000,27950000,early
chr1,27950000,28050000,early
chr1,28750000,28850000,early
chr1,29200000,29550000,early
chr1,29550000,29650000,latemid
chr1,29700000,29800000,latemid
chr1,30000000,30150000,earlymid
chr1,30150000,30250000,latemid
chr1,31300000,31400000,early
chr1,31450000,31550000,early
chr1,31750000,31850000,early
chr1,32800000,32900000,early
chr1,32950000,33050000,early
chr1,33050000,33200000,early
chr1,33200000,33300000,early
chr1,33450000,33550000,earlymid
chr1,33550000,33750000,earlymid
chr1,33750000,33850000,latemid
chr1,34250000,34400000,earlymid
chr1,34450000,34550000,latemid
chr1,35200000,35350000,early
chr1,35550000,35650000,early
chr1,35850000,35950000,early
chr1,36350000,36750000,early
chr1,36750000,36850000,earlymid
chr1,37500000,37600000,early
chr1,37950000,38100000,early
chr1,38100000,38200000,early
chr1,38400000,38600000,early
chr1,39100000,39250000,early
chr1,39250000,39350000,early
chr1,39550000,39700000,early
chr1,39850000,40100000,early
chr1,40250000,40350000,early
chr1,40800000,40900000,early
chr1,40900000,41100000,early
chr1,41400000,41750000,early
chr1,42750000,42850000,early
chr1,43100000,43200000,early
chr1,43200000,43300000,early
chr1,43700000,43800000,early
chr1,43950000,44100000,early
chr1,44100000,44200000,early
chr1,44550000,44650000,early
chr1,44800000,45000000,early
chr1,45650000,45800000,early
chr1,45800000,45900000,early
chr1,46350000,46450000,early
chr1,46450000,46550000,early
chr1,46600000,46900000,early
chr1,47250000,47350000,early
chr1,47350000,47550000,early
chr1,47550000,47650000,earlymid
chr1,47750000,47850000,earlymid
chr1,48050000,48200000,earlymid
chr1,48250000,48350000,latemid
chr1,48500000,48600000,latemid
chr1,48700000,48800000,latemid
chr1,48800000,48900000,late
chr1,49000000,49100000,late
chr1,49350000,49450000,late
chr1,50450000,50700000,early
chr1,50950000,51050000,early
chr1,51350000,51450000,early
chr1,51600000,51700000,early
chr1,52050000,52200000,early
chr1,52200000,52350000,early
