chr1,450000,550000,late
chr1,550000,650000,earlymid
chr1,700000,800000,earlymid
chr1,800000,900000,early
chr1,1150000,1250000,early
chr1,2100000,2200000,early
chr1,2450000,2550000,early
chr1,2900000,3000000,latemid
chr1,3100000,3200000,latemid
chr1,3200000,3300000,earlymid
chr1,3300000,3400000,earlymid
chr1,3400000,3500000,earlymid
chr1,5200000,5300000,late
chr1,5300000,5450000,late
chr1,5450000,5650000,late
chr1,5650000,5850000,latemid
chr1,5850000,5950000,earlymid
chr1,5950000,6050000,earlymid
chr1,6050000,6150000,early
chr1,6400000,6500000,early
chr1,7350000,7450000,earlymid
chr1,7550000,7650000,earlymid
chr1,7750000,7850000,earlymid
chr1,7900000,8050000,early
chr1,8650000,8750000,earlymid
chr1,9050000,9150000,earlymid
chr1,9450000,9550000,earlymid
chr1,9750000,9850000,early
chr1,10850000,10950000,earlymid
chr1,11450000,11550000,earlymid
chr1,11550000,11650000,earlymid
chr1,11650000,11750000,early
chr1,12350000,12450000,early
chr1,12450000,12550000,early
chr1,12900000,13000000,latemid
chr1,13350000,13450000,late
chr1,14300000,14400000,late
chr1,14400000,14500000,late
chr1,14500000,14600000,late
chr1,14600000,14850000,late
chr1,14850000,15000000,latemid
chr1,15000000,15100000,earlymid
chr1,15100000,15200000,earlymid
chr1,15600000,15700000,early
chr1,16000000,16100000,early
chr1,16450000,16550000,early
chr1,16800000,16900000,early
chr1,17300000,17400000,earlymid
chr1,17400000,17500000,early
chr1,18450000,18600000,latemid
chr1,18650000,18750000,latemid
chr1,18750000,18850000,earlymid
chr1,18850000,18950000,earlymid
chr1,18950000,19050000,earlymid
chr1,20250000,20450000,earlymid
chr1,20500000,20600000,earlymid
chr1,21050000,21150000,earlymid
chr1,21550000,21650000,earlymid
chr1,22550000,22650000,earlymid
chr1,22950000,23050000,earlymid
chr1,23250000,23350000,early
chr1,25100000,25200000,earlymid
chr1,25700000,25800000,early
chr1,26400000,26500000,early
chr1,26700000,26800000,early
chr1,26850000,26950000,early
chr1,27200000,27300000,early
chr1,27350000,27450000,early
chr1,28150000,28250000,early
chr1,28500000,28600000,early
chr1,30150000,30250000,late
chr1,30300000,30400000,latemid
chr1,30400000,30500000,latemid
chr1,30500000,30650000,latemid
chr1,30650000,30750000,earlymid
chr1,31000000,31100000,earlymid
chr1,31400000,31500000,earlymid
chr1,31550000,31650000,early
chr1,31850000,31950000,early
chr1,32550000,32650000,early
chr1,32650000,32750000,early
chr1,34300000,34400000,late
chr1,34400000,34700000,late
chr1,34700000,34800000,earlymid
chr1,34950000,35050000,earlymid
chr1,35550000,35650000,earlymid
chr1,36000000,36100000,early
chr1,37100000,37400000,latemid
chr1,37400000,37500000,earlymid
chr1,37700000,37800000,early
chr1,38500000,38600000,latemid
chr1,38600000,38800000,latemid
chr1,38800000,38950000,earlymid
chr1,39750000,39850000,earlymid
chr1,40150000,40250000,earlymid
chr1,41150000,41250000,earlymid
chr1,42500000,42600000,earlymid
chr1,43200000,43300000,earlymid
chr1,43800000,43900000,early
chr1,44400000,44500000,earlymid
chr1,44550000,44650000,early
chr1,44650000,44750000,early
chr1,45200000,45300000,earlymid
chr1,45400000,45500000,early
chr1,46050000,46150000,earlymid
chr1,46250000,46350000,early
chr1,47000000,47150000,latemid
chr1,47150000,47250000,earlymid
chr1,49700000,49800000,late
chr1,49850000,49950000,late
chr1,49950000,50050000,late
chr1,50050000,50150000,late
chr1,50150000,50350000,late
chr1,50700000,50800000,latemid
chr1,50800000,51000000,latemid
chr1,51100000,51200000,earlymid
chr1,51800000,51900000,earlymid
chr1,52400000,52500000,earlymid
chr1,53000000,53100000,earlymid
chr1,53600000,53700000,earlymid
chr1,53750000,53850000,earlymid
chr1,56150000,56250000,late
chr1,56350000,56450000,late
chr1,57800000,57900000,late
chr1,58000000,58200000,late
chr1,58200000,58350000,late
chr1,58350000,58500000,late
chr1,58500000,58600000,latemid
chr1,59500000,59600000,late
chr1,59600000,59700000,late
chr1,60450000,60550000,late
chr1,60600000,60700000,late
chr1,60700000,60850000,late
chr1,60850000,60950000,latemid
chr1,60950000,61050000,latemid
chr1,61350000,61450000,latemid
chr1,61450000,61600000,latemid
chr1,61600000,61700000,earlymid
chr1,62100000,62200000,latemid
chr1,62300000,62400000,latemid
chr1,62500000,62600000,earlymid
chr1,62600000,62750000,earlymid
chr1,63150000,63250000,latemid
chr1,63250000,63350000,latemid
chr1,63550000,63700000,latemid
chr1,64050000,64150000,latemid
chr1,64600000,64700000,latemid
chr1,64800000,64900000,earlymid
chr1,64900000,65000000,earlymid
chr1,65850000,66100000,latemid
chr1,66100000,66250000,earlymid
chr1,67250000,67350000,latemid
chr1,67350000,67450000,earlymid
chr1,68150000,68250000,earlymid
chr1,68250000,68350000,earlymid
chr1,69450000,69550000,late
chr1,69550000,69700000,late
chr1,69800000,69900000,late
chr1,69900000,70000000,late
chr1,70000000,70150000,late
chr1,70200000,70350000,latemid
chr1,74400000,74500000,late
chr1,74650000,74800000,late
chr1,75000000,75100000,late
chr1,75150000,75250000,late
chr1,75250000,75350000,late
chr1,75400000,75500000,latemid
chr1,75500000,75750000,latemid
chr1,76550000,76650000,late
chr1,76850000,76950000,late
chr1,77050000,77150000,late
chr1,77200000,77300000,latemid
chr1,77300000,77400000,latemid
chr1,77400000,77550000,latemid
chr1,77650000,77750000,earlymid
chr1,77850000,77950000,earlymid
chr1,79150000,79250000,late
chr1,81950000,82050000,late
chr1,82650000,82750000,late
chr1,83300000,83500000,late
chr1,83500000,83600000,late
chr1,83600000,83700000,late
chr1,83700000,84000000,late
chr1,84000000,84100000,earlymid
chr1,84100000,84200000,earlymid
chr1,85100000,85200000,earlymid
chr1,86200000,86300000,late
