chr1	150000	400000	earlymid
chr1	500000	600000	early
chr1	1400000	1500000	early
chr1	1900000	2000000	early
chr1	2250000	2550000	early
chr1	2600000	2800000	early
chr1	3550000	4350000	early
chr1	4700000	4800000	late
chr1	6600000	7100000	early
chr1	8150000	8250000	early
chr1	8300000	8500000	early
chr1	8850000	9050000	early
chr1	9400000	9500000	early
chr1	10500000	10800000	early
chr1	11050000	11450000	early
chr1	12550000	13350000	early
chr1	14500000	14750000	earlymid
chr1	15850000	15950000	early
chr1	16250000	16350000	early
chr1	16400000	16700000	early
chr1	17200000	17400000	early
chr1	17450000	18150000	early
chr1	18200000	18300000	late
chr1	19250000	19350000	early
chr1	19600000	20050000	early
chr1	20800000	20900000	early
chr1	21150000	21250000	early
chr1	21350000	21550000	early
chr1	21950000	22050000	early
chr1	22100000	22350000	early
chr1	22750000	22850000	early
chr1	23300000	23400000	early
chr1	23600000	23800000	early
chr1	24000000	24200000	early
chr1	24750000	25150000	early
chr1	25900000	26100000	early
chr1	26950000	27100000	early
chr1	27450000	27550000	early
chr1	27950000	28050000	early
chr1	28650000	28950000	early
chr1	29050000	29500000	early
chr1	29550000	30000000	earlymid
chr1	30900000	31000000	early
chr1	31700000	31800000	early
chr1	32200000	32300000	early
chr1	32950000	33050000	early
chr1	33150000	33250000	early
chr1	33450000	34050000	early
chr1	34100000	34200000	late
chr1	36350000	37000000	early
chr1	38000000	38450000	early
chr1	39200000	39400000	early
chr1	39450000	39700000	early
chr1	40250000	40500000	early
chr1	41000000	41150000	early
chr1	41800000	42000000	early
chr1	42100000	42300000	earlymid
chr1	44000000	44300000	early
chr1	44750000	44850000	early
chr1	44900000	45150000	early
chr1	45800000	45900000	early
chr1	46350000	46550000	early
chr1	46650000	46950000	early
chr1	47350000	47900000	earlymid
chr1	47950000	48050000	late
chr1	50450000	50550000	latemid
chr1	50950000	51150000	early
chr1	51550000	51650000	early
chr1	52000000	52100000	early
chr1	52200000	52400000	early
chr1	52750000	52850000	early
chr1	53950000	54300000	early
chr1	54450000	54550000	earlymid
chr1	55050000	55150000	early
chr1	55400000	55600000	earlymid
chr1	55700000	56000000	earlymid
chr1	56700000	56800000	latemid
chr1	56850000	56950000	latemid
chr1	57900000	58000000	latemid
chr1	58850000	59000000	early
chr1	59150000	59250000	early
chr1	59300000	59500000	earlymid
chr1	59700000	60250000	earlymid
chr1	61100000	61300000	earlymid
chr1	61750000	62000000	earlymid
chr1	62750000	63050000	early
chr1	63800000	63950000	early
chr1	64200000	64550000	early
chr1	65150000	65450000	earlymid
chr1	65750000	65950000	earlymid
chr1	66500000	66950000	early
chr1	67850000	68200000	early
chr1	68350000	68800000	earlymid
chr1	68900000	69000000	late
chr1	70150000	70250000	latemid
chr1	70500000	70700000	latemid
chr1	70750000	70850000	late
chr1	71350000	71750000	latemid
chr1	72450000	72550000	latemid
chr1	72600000	72900000	latemid
chr1	72950000	73050000	late
chr1	74800000	74900000	late
chr1	75800000	76200000	earlymid
chr1	76250000	76350000	late
chr1	78050000	78350000	early
chr1	78400000	78500000	earlymid
chr1	78800000	78900000	earlymid
chr1	79050000	79550000	earlymid
chr1	79950000	80050000	late
chr1	80150000	80250000	late
chr1	81150000	81400000	latemid
chr1	81700000	81900000	latemid
chr1	81950000	82200000	latemid
chr1	82250000	82350000	late
chr1	84400000	84500000	early
chr1	84700000	84800000	early
chr1	85350000	85450000	early
chr1	85650000	86200000	early
chr1	86800000	87500000	early
chr1	87950000	88200000	latemid
chr1	88650000	88750000	earlymid
chr1	89000000	89300000	earlymid
chr1	90000000	90550000	early
chr1	91600000	91700000	early
chr1	92000000	92100000	earlymid
chr1	92800000	92900000	early
chr1	92950000	93050000	early
chr1	93800000	94000000	early
chr1	94350000	94450000	early
chr1	94750000	94850000	early
chr1	94900000	95000000	early
chr1	95050000	95700000	early
chr1	95750000	95850000	late
chr1	96450000	96550000	earlymid
chr1	97100000	97300000	earlymid
chr1	97900000	98000000	early
chr1	98100000	98250000	early
chr1	98350000	98800000	early
chr1	98900000	99100000	latemid
chr1	99600000	99700000	earlymid
chr1	100300000	100400000	earlymid
chr1	100650000	100750000	earlymid
chr1	101200000	101750000	earlymid
chr1	102900000	103150000	latemid
chr1	103650000	103750000	late
chr1	104200000	104300000	late
chr1	105200000	105300000	late
chr1	107150000	107300000	latemid
chr1	107500000	107600000	late
chr1	109350000	109450000	early
chr1	110000000	110850000	early
chr1	111600000	112050000	early
chr1	112600000	112700000	early
chr1	112950000	113350000	early
chr1	113900000	114350000	early
chr1	115200000	115300000	early
chr1	115350000	115950000	early
chr1	116650000	116750000	early
chr1	116800000	116900000	earlymid
chr1	117000000	117200000	earlymid
chr1	117250000	117350000	latemid
chr1	117800000	118400000	early
chr1	120250000	120350000	early
chr1	120650000	121100000	early
chr1	121150000	121250000	earlymid
chr1	121400000	121500000	latemid
chr1	121550000	121750000	latemid
chr1	121850000	121950000	latemid
chr1	122050000	122250000	late
chr1	123650000	123750000	latemid
chr1	124750000	124950000	late
chr1	125150000	125250000	late
chr1	144000000	144150000	earlymid
chr1	144600000	144850000	earlymid
chr1	145200000	145300000	early
chr1	145950000	146050000	early
chr1	146250000	146450000	early
chr1	147550000	147650000	latemid
chr1	147750000	147850000	latemid
chr1	149300000	149600000	early
chr1	150600000	150700000	early
chr1	151250000	151350000	early
chr1	151450000	151550000	early
chr1	151650000	151800000	early
chr1	151950000	152550000	early
chr1	152650000	152750000	late
chr1	153650000	153750000	early
chr1	153900000	154000000	early
chr1	154200000	154450000	early
chr1	154500000	154600000	early
chr1	155300000	155400000	early
chr1	156250000	156350000	early
chr1	156700000	156800000	early
chr1	156900000	157550000	early
chr1	158050000	158550000	early
chr1	159050000	159250000	latemid
chr1	159300000	159400000	late
chr1	160250000	160600000	early
chr1	161150000	161300000	early
chr1	161350000	161450000	early
chr1	161500000	161600000	earlymid
chr1	162050000	162250000	early
chr1	162600000	162700000	early
chr1	163000000	163100000	early
chr1	163150000	163600000	early
chr1	163900000	164100000	latemid
chr1	164550000	164800000	latemid
chr1	165800000	166350000	earlymid
chr1	167200000	167300000	earlymid
chr1	167900000	168050000	early
chr1	168300000	168750000	early
