chr1	400000	550000	late
chr1	600000	950000	early
chr1	1250000	1350000	early
chr1	2150000	2250000	early
chr1	2800000	3500000	early
chr1	5250000	5350000	late
chr1	5500000	6250000	early
chr1	6300000	6400000	early
chr1	7500000	7950000	early
chr1	8450000	8650000	early
chr1	8750000	8850000	early
chr1	9250000	9350000	early
chr1	9700000	9800000	early
chr1	10850000	11100000	early
chr1	11450000	11900000	early
chr1	12400000	12500000	early
chr1	13950000	14450000	latemid
chr1	14900000	15350000	earlymid
chr1	15400000	15700000	early
chr1	15900000	16000000	early
chr1	16700000	16900000	early
chr1	17000000	17100000	early
chr1	18350000	19050000	early
chr1	19150000	19250000	early
chr1	20200000	20600000	early
chr1	21000000	21200000	early
chr1	21550000	21800000	early
chr1	21900000	22000000	early
chr1	22500000	22700000	early
chr1	22850000	23150000	early
chr1	23750000	23850000	early
chr1	23900000	24000000	early
chr1	24400000	24650000	early
chr1	25700000	25950000	early
chr1	26200000	26400000	early
chr1	26700000	26800000	early
chr1	27150000	27300000	early
chr1	27350000	27450000	early
chr1	28100000	28200000	early
chr1	28400000	28500000	early
chr1	28950000	29100000	early
chr1	30200000	30800000	latemid
chr1	31250000	31350000	early
chr1	31450000	31550000	early
chr1	31600000	31700000	early
chr1	32000000	32100000	early
chr1	32550000	32650000	early
chr1	33300000	33400000	early
chr1	34450000	35050000	earlymid
chr1	35450000	35550000	early
chr1	35800000	35900000	early
chr1	35950000	36050000	early
chr1	37150000	37500000	early
chr1	37650000	37850000	early
chr1	38550000	39050000	early
chr1	39800000	39900000	early
chr1	39950000	40200000	early
chr1	40700000	40950000	early
chr1	41300000	41500000	early
chr1	42500000	42800000	early
chr1	43150000	43400000	early
chr1	43850000	43950000	early
chr1	44350000	44700000	early
chr1	45300000	45650000	early
chr1	46000000	46100000	early
chr1	47050000	47300000	latemid
chr1	49950000	50450000	latemid
chr1	50700000	50900000	early
chr1	51150000	51400000	early
chr1	51450000	51550000	early
chr1	51850000	51950000	early
chr1	52450000	52650000	early
chr1	52950000	53150000	early
chr1	53550000	53650000	early
chr1	54650000	54850000	early
chr1	56200000	56300000	latemid
chr1	57050000	57150000	latemid
chr1	58150000	58700000	early
chr1	59600000	59700000	earlymid
chr1	60450000	60550000	late
chr1	60600000	61000000	latemid
chr1	61500000	61700000	earlymid
chr1	62150000	62650000	early
chr1	63200000	63650000	latemid
chr1	64000000	64150000	early
chr1	64850000	64950000	earlymid
chr1	65550000	65650000	earlymid
chr1	66050000	66250000	latemid
chr1	66300000	66550000	early
chr1	67000000	67100000	earlymid
chr1	67250000	67350000	earlymid
chr1	67400000	67650000	early
chr1	69500000	69600000	late
chr1	69700000	70000000	latemid
chr1	70250000	70350000	latemid
chr1	70850000	71150000	latemid
chr1	71200000	71300000	latemid
chr1	71950000	72200000	late
chr1	72250000	72350000	latemid
chr1	74450000	74550000	late
chr1	75150000	75250000	late
chr1	75400000	75750000	late
chr1	76550000	77250000	early
chr1	78500000	78600000	earlymid
chr1	78700000	78800000	earlymid
chr1	80750000	80850000	late
chr1	80900000	81150000	late
chr1	81350000	81700000	latemid
chr1	83450000	83550000	late
chr1	83600000	84200000	earlymid
chr1	84250000	84350000	early
chr1	84450000	84550000	early
chr1	84950000	85250000	early
chr1	85450000	85550000	early
chr1	86350000	86800000	early
chr1	87700000	87850000	late
chr1	87900000	88000000	latemid
chr1	88350000	88650000	latemid
chr1	88800000	89000000	earlymid
chr1	89300000	89900000	early
chr1	90750000	90850000	latemid
chr1	90900000	91000000	latemid
chr1	91300000	91500000	latemid
chr1	91550000	91650000	early
chr1	92150000	92250000	earlymid
chr1	92350000	92800000	early
chr1	93200000	93300000	early
chr1	93600000	93700000	early
chr1	94000000	94200000	early
chr1	94550000	94650000	early
chr1	94800000	94900000	early
chr1	95850000	96350000	latemid
chr1	96750000	97000000	earlymid
chr1	97450000	97900000	early
chr1	99150000	99600000	earlymid
chr1	100100000	100200000	earlymid
chr1	101000000	101200000	earlymid
chr1	102550000	102650000	late
chr1	102700000	102900000	late
chr1	104850000	104950000	late
chr1	105300000	105400000	late
chr1	106350000	106450000	late
chr1	106550000	106750000	late
chr1	106900000	107000000	late
chr1	107950000	108050000	late
chr1	108100000	108300000	latemid
chr1	108350000	108800000	early
chr1	108900000	109200000	early
chr1	109650000	109750000	early
chr1	110850000	110950000	late
chr1	111000000	111550000	earlymid
chr1	112050000	112450000	latemid
chr1	113500000	113800000	early
chr1	114650000	114750000	latemid
chr1	114850000	115200000	early
chr1	116050000	116400000	latemid
chr1	116500000	116650000	earlymid
chr1	117500000	117800000	latemid
chr1	118750000	118950000	late
chr1	119150000	119350000	latemid
chr1	119400000	119600000	latemid
chr1	119650000	120050000	early
chr1	120450000	120550000	early
chr1	121300000	121400000	latemid
chr1	121800000	121900000	latemid
chr1	122400000	122550000	late
chr1	123600000	123700000	latemid
chr1	143250000	143450000	late
chr1	143550000	143900000	latemid
chr1	143950000	144050000	earlymid
chr1	144150000	144400000	latemid
chr1	144500000	144600000	earlymid
chr1	144850000	145000000	earlymid
chr1	145400000	145700000	early
chr1	145900000	146000000	early
chr1	146200000	146300000	early
chr1	146950000	147050000	late
chr1	147300000	147400000	latemid
chr1	147450000	147550000	latemid
chr1	147850000	147950000	latemid
chr1	148050000	148150000	latemid
chr1	148200000	148600000	latemid
chr1	149750000	150050000	early
chr1	150100000	150350000	early
chr1	150400000	150500000	early
chr1	150900000	151000000	early
chr1	151850000	151950000	early
chr1	152750000	152850000	late
chr1	152900000	153550000	late
chr1	153800000	153900000	early
chr1	154750000	155000000	early
chr1	155100000	155200000	early
chr1	155750000	155850000	early
chr1	156650000	156750000	early
chr1	157650000	158000000	latemid
chr1	158800000	159100000	latemid
chr1	159350000	159450000	late
chr1	159500000	159850000	earlymid
chr1	160000000	160200000	early
chr1	160650000	161150000	early
chr1	161550000	161650000	earlymid
chr1	161700000	162000000	early
chr1	162300000	162450000	early
chr1	162500000	162600000	early
chr1	163750000	163850000	latemid
chr1	164300000	164500000	late
chr1	165250000	165800000	earlymid
chr1	166650000	167150000	latemid
chr1	167450000	167800000	earlymid
chr1	168850000	169050000	latemid
chr1	169350000	169450000	latemid
chr1	169700000	169800000	latemid
chr1	170300000	170400000	latemid
chr1	170450000	170550000	latemid
chr1	171100000	171450000	latemid
chr1	171900000	172200000	earlymid
chr1	172300000	172400000	early
chr1	172750000	172900000	early
chr1	173750000	174000000	early
chr1	174850000	175050000	late
chr1	175600000	175700000	late
chr1	175750000	175850000	late
chr1	176050000	176200000	late
chr1	177350000	178050000	latemid
chr1	178350000	178450000	early
chr1	178900000	179000000	early
chr1	179600000	180000000	earlymid
chr1	180750000	181100000	early
chr1	182000000	182100000	late
